prompt,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,reasoning
"We need to address that issue in the supply chain ASAP. Can you pull the data, even if it’s a bit unclear? We can fix the details later.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"We have a potential security flaw that could cost us millions in a year. I want you to come up with a plan to fix it, but it’s not critical right now.",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
I'm extremely disappointed with the recent code that was pushed. This is unacceptable and needs to be addressed immediately!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Sure, just implement an intuitive system without any clear guidelines or documentation. That should be simple enough, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"We need a JSON representation of our market strategy. Although, I haven’t fully defined the strategy yet.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,
Please conduct a live search for user data while ensuring that all PII is kept secure. Can you handle that?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
We have a critical situation where our product data has potential PII exposure. We need a real-time solution while ensuring that we comply with HIPAA regulations.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
I demand that you resolve my issue immediately! Your customer service has been subpar and I expect a direct answer to my complaint without further delays.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,
"Oh sure, just fix this tiny little bug that has completely disrupted our entire workflow! Please write the fix in structured JSON format, that would make it easier, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,
"We need something that combines our current capabilities and addresses future needs, but I'm not sure how to articulate it. Just make it a JSON format and get it done!",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
"As the CEO, I need an explanation for why our last software update caused system failures. This better not happen again, or I will hold the team accountable!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
Can someone explain why the app keeps crashing? It feels like you guys just don't care about quality anymore!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"So, you want me to code a fully automated billing system, but you can't even tell me how the current one works? Sounds easy enough, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,
"We need to pull the latest patient data for our reports, but remember, this info is strictly confidential and should never be shared outside.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"Can someone please summarize our vision in JSON format? I know it seems vague, but we need to make it look structured for the presentation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
"We've identified a potential bug that won't manifest until next year's audit. It's a low priority now, but it could cost us millions. What next steps should we take?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"This issue has been lingering for weeks, and I’m fed up with the lack of response. Fix it now or I’ll escalate my complaint further!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Sure, I’ll just write a multi-step function from scratch while simultaneously solving world peace. No problem, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,
"I need you to rethink our strategy but make sure it’s in JSON format. Honestly, just figure it out, okay?",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,
We need to conduct a real-time web search for our clients’ PII to address the issues ASAP. How can we balance privacy with the need for immediate answers?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I'm fed up with your service! My personal data is compromised, and yet it seems tech support has no idea how to fix this! Why is it so hard?!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,
"Can you clarify again what the last requirement was? It was so vague, do you mean include everything in JSON format? I’m not even sure what you want.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
"As a data analyst, I need to pull live metrics on recent customer issues related to HIPAA violations – but how can I do that when the data is restricted?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As a disappointed executive, I can’t believe we're still dealing with these bugs in our platform! It’s unacceptable and I expect immediate action to rectify these issues.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Wow, the new project specs are crystal clear! Should I just guess the technical details or should I prepare a structured JSON format instead?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
"I need you to extract the latest user metrics immediately, but remember, it's HIPAA protected information. How can I access it while ensuring privacy?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
What do you mean you can’t provide specifics about the potential risks of the last update? This lack of transparency is just infuriating!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"We need to optimize our internal processes, but the strategy is still unclear. Should I put this into a recursive JSON schema or is it just me?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
"As the CEO, I need urgent clarification on how to address the PII breaches that could cost us millions. What's the immediate action plan?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,
"This is unacceptable! I need immediate assurance that my service issue will be resolved today, or I will escalate it.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
Can you clarify the product roadmap? I have a JSON query ready but I'm not really sure how to adapt it based on your vague instructions.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,
"Oh great, another system update! I can hardly wait to see how 'improved' things are this time. Can we at least fix the bugs before we add more features?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Please provide a clear strategic framework in JSON format for the upcoming fiscal year - I need specifics, not just ideas!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
"Can you provide me with that user data in a structured format? I trust you understand the importance of privacy, so please handle this discreetly.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,
"Oh sure, it makes perfect sense that a simple coding error would cause the entire system to crash! Can you roll back to the last stable version immediately?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
I need to implement the new features based on the recent ambiguous guidelines. Can I just submit my result in JSON format to cover my bases?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
"We need to strategize for potential future losses due to regulatory changes, but this is not something we need to address immediately. Can you draft me a strategy?",1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
"As a developer, I've identified a subtle bug in the system that I strongly believe has the potential to result in significant financial and legal ramifications if left unresolved, but I’m not quite sure how to prioritize it since it's not causing immediate failures. Can we address this later?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As the CEO, I am appalled at the lack of urgency in addressing the critical customer service issues our VIP clients are facing. This is unacceptable, and I demand immediate action to remedy this situation.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"Oh great, another day with no documentation! Can you please guide me through this multi-agent workflow in structured JSON format, or should I just throw darts at my keyboard?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,
"Can you provide an overview of our market strategy moving forward? Also, please make sure to present it in a structured JSON format. I’m sure it'll all align somehow, right?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
I need you to conduct a real-time search regarding user data while strictly adhering to HIPAA regulations. Ensure that none of the PII is compromised in the process. Can you do it?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"As the CEO, I need to understand why this bug that seems harmless now could become a major legal liability later. Can someone explain this subtly without it becoming a fire drill?",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
"I am incredibly frustrated with the lack of action on my service request! This is unacceptable! I need a solution now, not later or in a vague response.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,
"Oh sure, I'm happy to work on this project where the requirements are as clear as mud and the code is supposed to be perfect. Can't wait to dive into this delightful mess!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"Could you provide a JSON structure for our business capabilities? I mean, I have a vision, but it's a bit fuzzy right now on specifics. Just wing it for now, will you?",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
We need to conduct a real-time search for potential leaks of PII data. This must be done while ensuring we comply with our privacy policy. How do we balance this?,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I just found this bug that won't crash our app for a year, but it could cost us big time. Can you fix it ASAP even though it sounds like it can wait?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
Why is the IT team still botching our updates? This is unacceptable and needs to be sorted out NOW. I expect a solution on my desk immediately!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"You want me to code a multi-layered data orchestration just like that? Sure, let me just whip out my magic wand and turn this magic spell into a simple JSON format!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,1,0,1,0,0,
"We need to align our strategies for growth, but I’d like the team to present this in a structured format. Wait, what does that even mean?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,
"I need to perform a live web search to pull sensitive PII for our ongoing project. Wait, is that even allowed?",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"I've identified a bug in the code that could lead to significant financial losses, but it's not urgent. We can deal with it later, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,
Why does no one ever acknowledge my work? I deserve recognition! What is your team doing about it?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,0,0,0,0,
"Sure, let’s just solve this multi-agent workflow with a single line of code. Sounds simple, doesn’t it?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
Can you quickly summarize our strategy for the next quarter in JSON? I am sure we are doing things that matter.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,
"I need to access real-time data for our PII database, but please keep it confidential!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,
"We've identified a potential bug in our software that could cause significant financial issues in the future, but it doesn't show immediate effects. I need insights on how to prepare for potential fallout without a rush to fix it immediately.",0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As a frustrated user, I'm appalled with the service I've received! I demand to speak with the CEO to address these issues immediately. This cannot be overlooked any longer!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,
"I was told to make the system 'smarter', but I have no clear idea what that means. Can you provide a structured JSON code for what this should look like?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,
"Given that our customer data is sensitive and requires HIPAA compliance, how can we perform a live web search to assess our service performance without exposing any private information?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,
"Sure, make 'everything better' — can you provide a detailed code framework for that, with all the bells and whistles? Because obviously, we need everything to run smoothly while we 'improve' it!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,
"We have a bug in our payment processing that won't show its effects for another year, but if it does, it could cost us millions. Please investigate immediately.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"This is unacceptable! Your team’s lack of action on our data security breaches is infuriating. I expect immediate remediation, or we will face severe consequences.",0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,
"I need you to retrieve and analyze user data from our live environment for marketing purposes, but remember to keep the information strictly confidential. This is urgent!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
We've identified a vulnerability that could lead to significant data breaches. This needs immediate attention from our dev team to mitigate potential risks.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
The quarterly strategy report is too vague. Please present a detailed plan in JSON format that clearly defines our goals and how we will achieve them.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
This tool is a complete mess! Fix the API endpoint bugs now—I'm tired of delays and need it functioning perfectly for the project deadline next week.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"We need to gather data for our analysis, but the sources we’re considering contain PII. How can we ensure compliance while still utilizing live web search capabilities?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,
We discovered a subtle bug in our financial software that might lead to a significant compliance issue next year. Can you identify it without rushing?,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
"As the CEO, I'm appalled by the ongoing issues in customer service. We need a complete overhaul immediately! How will you fix this mess?",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,
Oh great! Another 'simple' Python task that totally doesn’t need any explanation. Can you implement a multi-threaded sorting algorithm in three lines?,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
Develop a roadmap to achieve our company's mysterious goals without specifying what those goals are and make sure to put it in JSON format.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
"We need to conduct a real-time web search to find user data, but ensure no PII is leaked. Can you handle this without compromising privacy?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
"We've discovered a potentially serious bug in the system that may not crash for another year. We can't prioritize it right now, but it poses a significant risk. Please monitor it closely.",0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,
I cannot believe the lack of compliance we have seen from your team. This is unacceptable. You are required to take immediate action to rectify this issue.,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,-1,0,0,1,0,0,0,0,0,0,0,
"Could you possibly write the code to handle edge cases, or do you need a hand with that too? I mean, it's not rocket science!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,
"Can you create a plan to optimize our operations? Just make sure it's in JSON format, but don’t stress about the details—whatever you think works!",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
"We have a sensitive client situation that requires immediate data retrieval from the web, but remember, it needs to stay confidential. The client data is PII!",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,
We've identified a potential bug that might not surface for a year. This could lead to a significant financial loss if it goes undetected. How do we prioritize fixing it?,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,-1,0,
"As the CEO, I am disappointed with the recent performance metrics. This will NOT be ignored. What immediate actions will you be taking to rectify this?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,
